DATAFLOW,FREQ,REF_AREA,DATA_TYPE,TURNOVER_CLASS,AWU_CLASS,LEGAL_FORM,MANAGEMENT_FORM,TYPE_OF_FARMING,PURPOSE_AGRIC_ACTIVITY,ECON_ACTIVITY_NACE_2007,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_TURNOVER_CLASS,NOTE_AWU_CLASS,NOTE_LEGAL_FORM,NOTE_MANAGEMENT_FORM,NOTE_TYPE_OF_FARMING,NOTE_PURPOSE_AGRIC_ACTIVITY,NOTE_ECON_ACTIVITY_NACE_2007,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_AVPFARM_EU,E_UN14999_99,TOT,TOT,TOT,ALL,TOT,0010,2015,2630,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_AVPFARM_EU,E_UN14999_99,TOT,TOT,TOT,ALL,TOT,0010,2016,1797,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_AVPFARM_EU,E_UN14999_99,TOT,TOT,TOT,ALL,TOT,0010,2017,2131,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_AVPFARM_EU,E100000-499999_99,TOT,TOT,TOT,ALL,TOT,0010,2015,111819,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_AVPFARM_EU,E100000-499999_99,TOT,TOT,TOT,ALL,TOT,0010,2016,98432,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_AVPFARM_EU,E100000-499999_99,TOT,TOT,TOT,ALL,TOT,0010,2017,121716,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_AVPFARM_EU,E15000-49999_99,TOT,TOT,TOT,ALL,TOT,0010,2015,18220,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_AVPFARM_EU,E15000-49999_99,TOT,TOT,TOT,ALL,TOT,0010,2016,15341,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_AVPFARM_EU,E15000-49999_99,TOT,TOT,TOT,ALL,TOT,0010,2017,19063,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_AVPFARM_EU,E50000-99999_99,TOT,TOT,TOT,ALL,TOT,0010,2015,42910,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_AVPFARM_EU,E50000-99999_99,TOT,TOT,TOT,ALL,TOT,0010,2016,38274,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_AVPFARM_EU,E50000-99999_99,TOT,TOT,TOT,ALL,TOT,0010,2017,46566,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_AVPFARM_EU,TOTAL,TOT,TOT,TOT,ALL,TOT,0010,2015,17463,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_AVPFARM_EU,TOTAL,TOT,TOT,TOT,ALL,TOT,0010,2016,13541,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_AVPFARM_EU,TOTAL,TOT,TOT,TOT,ALL,TOT,0010,2017,15998,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_PERC,E_GE500000,TOT,TOT,TOT,ALL,TOT,0010,2015,18.9,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_PERC,E_GE500000,TOT,TOT,TOT,ALL,TOT,0010,2016,18.6,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_PERC,E_GE500000,TOT,TOT,TOT,ALL,TOT,0010,2017,17,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_PERC,E_UN14999_99,TOT,TOT,TOT,ALL,TOT,0010,2015,9.9,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_PERC,E_UN14999_99,TOT,TOT,TOT,ALL,TOT,0010,2016,9.4,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_PERC,E_UN14999_99,TOT,TOT,TOT,ALL,TOT,0010,2017,9.4,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_PERC,E100000-499999_99,TOT,TOT,TOT,ALL,TOT,0010,2015,32.2,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_PERC,E100000-499999_99,TOT,TOT,TOT,ALL,TOT,0010,2016,35,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_PERC,E100000-499999_99,TOT,TOT,TOT,ALL,TOT,0010,2017,34.7,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_PERC,E15000-49999_99,TOT,TOT,TOT,ALL,TOT,0010,2015,22.6,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_PERC,E15000-49999_99,TOT,TOT,TOT,ALL,TOT,0010,2016,20.8,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_PERC,E15000-49999_99,TOT,TOT,TOT,ALL,TOT,0010,2017,22,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_PERC,E50000-99999_99,TOT,TOT,TOT,ALL,TOT,0010,2015,16.2,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_PERC,E50000-99999_99,TOT,TOT,TOT,ALL,TOT,0010,2016,16.2,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_PERC,E50000-99999_99,TOT,TOT,TOT,ALL,TOT,0010,2017,16.9,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_PERC,TOTAL,TOT,TOT,TOT,ALL,TOT,0010,2015,100,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_PERC,TOTAL,TOT,TOT,TOT,ALL,TOT,0010,2016,100,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,GRSS_OP_SURPL_PERC,TOTAL,TOT,TOT,TOT,ALL,TOT,0010,2017,100,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,HO,TOTAL,TOT,TOT,TOT,ALL,TOT,0010,2015,1573524,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,HO,TOTAL,TOT,TOT,TOT,ALL,TOT,0010,2016,1512000,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,HO,TOTAL,TOT,TOT,TOT,ALL,TOT,0010,2017,1489000,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,HOPV,E_GE500000,TOT,TOT,TOT,ALL,TOT,0010,2015,0.6,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,HOPV,E_GE500000,TOT,TOT,TOT,ALL,TOT,0010,2016,0.5,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,HOPV,E_GE500000,TOT,TOT,TOT,ALL,TOT,0010,2017,0.5,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,HOPV,E_UN14999_99,TOT,TOT,TOT,ALL,TOT,0010,2015,66,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,HOPV,E_UN14999_99,TOT,TOT,TOT,ALL,TOT,0010,2016,70.6,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,HOPV,E_UN14999_99,TOT,TOT,TOT,ALL,TOT,0010,2017,70.7,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,HOPV,E100000-499999_99,TOT,TOT,TOT,ALL,TOT,0010,2015,5,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,HOPV,E100000-499999_99,TOT,TOT,TOT,ALL,TOT,0010,2016,4.8,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,HOPV,E100000-499999_99,TOT,TOT,TOT,ALL,TOT,0010,2017,4.6,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,HOPV,E15000-49999_99,TOT,TOT,TOT,ALL,TOT,0010,2015,21.7,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,HOPV,E15000-49999_99,TOT,TOT,TOT,ALL,TOT,0010,2016,18.4,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,HOPV,E15000-49999_99,TOT,TOT,TOT,ALL,TOT,0010,2017,18.4,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,HOPV,E50000-99999_99,TOT,TOT,TOT,ALL,TOT,0010,2015,6.6,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,HOPV,E50000-99999_99,TOT,TOT,TOT,ALL,TOT,0010,2016,5.7,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,HOPV,E50000-99999_99,TOT,TOT,TOT,ALL,TOT,0010,2017,5.8,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,HOPV,TOTAL,TOT,TOT,TOT,ALL,TOT,0010,2015,100,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,HOPV,TOTAL,TOT,TOT,TOT,ALL,TOT,0010,2016,100,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,HOPV,TOTAL,TOT,TOT,TOT,ALL,TOT,0010,2017,100,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_AVPFARM_EU,E_GE500000,TOT,TOT,TOT,ALL,TOT,0010,2015,651210,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_AVPFARM_EU,E_GE500000,TOT,TOT,TOT,ALL,TOT,0010,2016,541581,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_AVPFARM_EU,E_GE500000,TOT,TOT,TOT,ALL,TOT,0010,2017,664084,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_AVPFARM_EU,E_UN14999_99,TOT,TOT,TOT,ALL,TOT,0010,2015,1940,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_AVPFARM_EU,E_UN14999_99,TOT,TOT,TOT,ALL,TOT,0010,2016,1616,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_AVPFARM_EU,E_UN14999_99,TOT,TOT,TOT,ALL,TOT,0010,2017,1743,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_AVPFARM_EU,E100000-499999_99,TOT,TOT,TOT,ALL,TOT,0010,2015,74690,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_AVPFARM_EU,E100000-499999_99,TOT,TOT,TOT,ALL,TOT,0010,2016,64865,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_AVPFARM_EU,E100000-499999_99,TOT,TOT,TOT,ALL,TOT,0010,2017,73388,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_AVPFARM_EU,E15000-49999_99,TOT,TOT,TOT,ALL,TOT,0010,2015,10723,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_AVPFARM_EU,E15000-49999_99,TOT,TOT,TOT,ALL,TOT,0010,2016,9499,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_AVPFARM_EU,E15000-49999_99,TOT,TOT,TOT,ALL,TOT,0010,2017,10749,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_AVPFARM_EU,E50000-99999_99,TOT,TOT,TOT,ALL,TOT,0010,2015,27123,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_AVPFARM_EU,E50000-99999_99,TOT,TOT,TOT,ALL,TOT,0010,2016,21536,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_AVPFARM_EU,E50000-99999_99,TOT,TOT,TOT,ALL,TOT,0010,2017,24930,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_AVPFARM_EU,TOTAL,TOT,TOT,TOT,ALL,TOT,0010,2015,13131,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_AVPFARM_EU,TOTAL,TOT,TOT,TOT,ALL,TOT,0010,2016,10032,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_AVPFARM_EU,TOTAL,TOT,TOT,TOT,ALL,TOT,0010,2017,11323,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_PERC,E_GE500000,TOT,TOT,TOT,ALL,TOT,0010,2015,30.2,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_PERC,E_GE500000,TOT,TOT,TOT,ALL,TOT,0010,2016,27.8,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_PERC,E_GE500000,TOT,TOT,TOT,ALL,TOT,0010,2017,29.3,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_PERC,E_UN14999_99,TOT,TOT,TOT,ALL,TOT,0010,2015,9.8,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_PERC,E_UN14999_99,TOT,TOT,TOT,ALL,TOT,0010,2016,11.4,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_PERC,E_UN14999_99,TOT,TOT,TOT,ALL,TOT,0010,2017,10.9,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_PERC,E100000-499999_99,TOT,TOT,TOT,ALL,TOT,0010,2015,28.6,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_PERC,E100000-499999_99,TOT,TOT,TOT,ALL,TOT,0010,2016,31.1,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_PERC,E100000-499999_99,TOT,TOT,TOT,ALL,TOT,0010,2017,29.6,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_PERC,E15000-49999_99,TOT,TOT,TOT,ALL,TOT,0010,2015,17.7,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_PERC,E15000-49999_99,TOT,TOT,TOT,ALL,TOT,0010,2016,17.4,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_PERC,E15000-49999_99,TOT,TOT,TOT,ALL,TOT,0010,2017,17.5,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_PERC,E50000-99999_99,TOT,TOT,TOT,ALL,TOT,0010,2015,13.6,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_PERC,E50000-99999_99,TOT,TOT,TOT,ALL,TOT,0010,2016,12.3,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_PERC,E50000-99999_99,TOT,TOT,TOT,ALL,TOT,0010,2017,12.8,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_PERC,TOTAL,TOT,TOT,TOT,ALL,TOT,0010,2015,100,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_PERC,TOTAL,TOT,TOT,TOT,ALL,TOT,0010,2016,100,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,INT_COSTS_PERC,TOTAL,TOT,TOT,TOT,ALL,TOT,0010,2017,100,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,LABOR_COSTS_AVPFARM_EU,E_GE500000,TOT,TOT,TOT,ALL,TOT,0010,2015,97257,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,LABOR_COSTS_AVPFARM_EU,E_GE500000,TOT,TOT,TOT,ALL,TOT,0010,2016,77439,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,LABOR_COSTS_AVPFARM_EU,E_GE500000,TOT,TOT,TOT,ALL,TOT,0010,2017,92451,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,LABOR_COSTS_AVPFARM_EU,E_UN14999_99,TOT,TOT,TOT,ALL,TOT,0010,2015,121,,,,,,,,,,,,,,,
IT1:101_148_DF_DCSP_RICAREA_3(1.0),A,IT,LABOR_COSTS_AVPFARM_EU,E_UN14999_99,TOT,TOT,TOT,ALL,TOT,0010,2016,125,,,,,,,,,,,,,,,
