DATAFLOW,FREQ,REF_AREA,DATA_TYPE,LEGAL_FORM,MANAGEMENT_FORM,LAND_OWNERSHIP,AGRI_AREA_CLASS,TYPE_OF_CROP,TYPE_OF_HERD,GAINFUL_ACTIVITIES,KIND_OF_RENEW_ENERGY,EDU_LEV_FARM_MAN,LABOUR_FORCE_CATEG,NAT_LAB_FORCE,QWN_USE_MECH_MEANS,TYPE_OF_MECH_MEANS,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_LEGAL_FORM,NOTE_MANAGEMENT_FORM,NOTE_LAND_OWNERSHIP,NOTE_AGRI_AREA_CLASS,NOTE_TYPE_OF_CROP,NOTE_TYPE_OF_HERD,NOTE_GAINFUL_ACTIVITIES,NOTE_KIND_OF_RENEW_ENERGY,NOTE_EDU_LEV_FARM_MAN,NOTE_LABOUR_FORCE_CATEG,NOTE_NAT_LAB_FORCE,NOTE_QWN_USE_MECH_MEANS,NOTE_TYPE_OF_MECH_MEANS,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,ARU,TOT,TOT,ORE,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,3464769,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,ARU,TOT,TOT,ORE,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,3693911,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,ARU,TOT,TOT,ORFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,1037897,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,ARU,TOT,TOT,ORFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,812403,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,ARU,TOT,TOT,OWFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,711959,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,ARU,TOT,TOT,OWFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,722278,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,ARU,TOT,TOT,OWN,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,7189760,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,ARU,TOT,TOT,OWN,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,6834612,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,ARU,TOT,TOT,RENT,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,4221774,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,ARU,TOT,TOT,RENT,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,4694182,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,ARU,TOT,TOT,RFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,238974,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,ARU,TOT,TOT,RFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,396013,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,FUAA,TOT,TOT,ALL,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,1467076,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,FUAA,TOT,TOT,ALL,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,1143958,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,FUAA,TOT,TOT,OFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,53079,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,FUAA,TOT,TOT,OFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,50700,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,FUAA,TOT,TOT,OO,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,1030932,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,FUAA,TOT,TOT,OO,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,712795,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,FUAA,TOT,TOT,OR,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,84465,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,FUAA,TOT,TOT,OR,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,99675,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,FUAA,TOT,TOT,ORE,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,149146,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,FUAA,TOT,TOT,ORE,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,158541,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,FUAA,TOT,TOT,ORFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,41374,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,FUAA,TOT,TOT,ORFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,25969,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,FUAA,TOT,TOT,OWFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,98097,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,FUAA,TOT,TOT,OWFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,84101,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,FUAA,TOT,TOT,RFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,9987,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,FUAA,TOT,TOT,RFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,12178,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,HO_NO_EXZOO,TOT,TOT,ALL,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,1469513,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,HO_NO_EXZOO,TOT,TOT,ALL,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,1145705,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,HO_NO_EXZOO,TOT,TOT,OFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,50876,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,HO_NO_EXZOO,TOT,TOT,OFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,50533,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,HO_NO_EXZOO,TOT,TOT,OO,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,1019779,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,HO_NO_EXZOO,TOT,TOT,OO,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,724354,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,HO_NO_EXZOO,TOT,TOT,OR,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,79065,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,HO_NO_EXZOO,TOT,TOT,OR,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,95388,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,HO_NO_EXZOO,TOT,TOT,ORE,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,159453,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,HO_NO_EXZOO,TOT,TOT,ORE,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,170594,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,HO_NO_EXZOO,TOT,TOT,ORFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,50538,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,HO_NO_EXZOO,TOT,TOT,ORFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,29107,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,HO_NO_EXZOO,TOT,TOT,OWFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,101324,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,HO_NO_EXZOO,TOT,TOT,OWFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,87968,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,HO_NO_EXZOO,TOT,TOT,RFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,8478,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,IT,HO_NO_EXZOO,TOT,TOT,RFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,12697,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ART,TOT,TOT,ALL,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,1269044,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ART,TOT,TOT,ALL,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,1271687,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ART,TOT,TOT,FU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,104803,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ART,TOT,TOT,FU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,118521,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ART,TOT,TOT,OFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,8748,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ART,TOT,TOT,OFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,17242,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ART,TOT,TOT,OO,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,336966,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ART,TOT,TOT,OO,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,170948,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ART,TOT,TOT,OR,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,108732,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ART,TOT,TOT,OR,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,115810,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ART,TOT,TOT,ORE,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,461032,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ART,TOT,TOT,ORE,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,510688,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ART,TOT,TOT,ORFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,265777,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ART,TOT,TOT,ORFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,321633,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ART,TOT,TOT,OWFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,48745,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ART,TOT,TOT,OWFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,73327,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ART,TOT,TOT,OWN,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,574489,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ART,TOT,TOT,OWN,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,496817,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ART,TOT,TOT,RENT,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,589752,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ART,TOT,TOT,RENT,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,656349,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ART,TOT,TOT,RFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,39044,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ART,TOT,TOT,RFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,62039,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ARU,TOT,TOT,ALL,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,955473,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ARU,TOT,TOT,ALL,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,960445,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ARU,TOT,TOT,FU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,88603,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ARU,TOT,TOT,FU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,88358,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ARU,TOT,TOT,OFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,7475,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ARU,TOT,TOT,OFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,10938,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ARU,TOT,TOT,OO,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,173476,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ARU,TOT,TOT,OO,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,127204,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ARU,TOT,TOT,OR,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,109305,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ARU,TOT,TOT,OR,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,128728,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ARU,TOT,TOT,ORE,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,385769,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ARU,TOT,TOT,ORE,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,386181,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ARU,TOT,TOT,ORFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2013,208410,,,,,,,,,,,,,,,,,,,,,
IT1:102_974_DF_DCSP_SPA_1(1.0),A,ITC1,ARU,TOT,TOT,ORFU,TOT,ALL,ALL,ALL,ALL,99,THLF,WORLD,ALL,ALL,2016,195242,,,,,,,,,,,,,,,,,,,,,
