SottoTitolo2,StottoTitolo3
Periodo riferimento: 2024,Regione: TOSCANA - Piazza: GROSSETO

Macro_Categoria,Mese,SettimanaPerMese,Categoria,Gruppo,Prodotto,Textbox111,PrezzoMedioPerUdM3,Textbox292,Varieta,Textbox112,PrezzoMedioPerUdM8,Textbox293,Varieta1,Textbox113,PrezzoMedioPerUdM4,Textbox294,Varieta2,Textbox114,PrezzoMedioPerUdM5,Textbox295,Varieta3,Textbox115,PrezzoMedioPerUdM6,Textbox296
COLTIVAZIONI,mag,V,Cereali E Derivati,Frumento,Frumento Duro,€/t,"293,06","293,23",Buono Mercantile,€/t,"294,69","297,20",,,,,,,,,,,,
COLTIVAZIONI,giu,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,"293,70","293,23",Buono Mercantile,€/t,"295,88","297,20",,,,,,,,,,,,
COLTIVAZIONI,giu,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,"293,70","293,23",Buono Mercantile,€/t,"295,88","297,20",,,,,,,,,,,,
COLTIVAZIONI,giu,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,"290,01","293,23",Buono Mercantile,€/t,"296,75","297,20",,,,,,,,,,,,
COLTIVAZIONI,giu,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,"290,01","293,23",Buono Mercantile,€/t,"296,75","297,20",,,,,,,,,,,,
COLTIVAZIONI,lug,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,"255,83","293,23",Buono Mercantile,€/t,"255,00","297,20",,,,,,,,,,,,
COLTIVAZIONI,lug,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,"245,83","293,23",Buono Mercantile,€/t,"245,00","297,20",,,,,,,,,,,,
COLTIVAZIONI,lug,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Buono Mercantile,€/t,n.d.,"297,20",,,,,,,,,,,,
COLTIVAZIONI,lug,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Buono Mercantile,€/t,n.d.,"297,20",,,,,,,,,,,,
COLTIVAZIONI,ago,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Buono Mercantile,€/t,n.d.,"297,20",,,,,,,,,,,,
COLTIVAZIONI,ago,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Buono Mercantile,€/t,n.d.,"297,20",,,,,,,,,,,,
COLTIVAZIONI,ago,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Buono Mercantile,€/t,n.d.,"297,20",,,,,,,,,,,,
COLTIVAZIONI,ago,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Buono Mercantile,€/t,n.d.,"297,20",,,,,,,,,,,,
COLTIVAZIONI,ago,V,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Buono Mercantile,€/t,n.d.,"297,20",,,,,,,,,,,,
COLTIVAZIONI,set,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Buono Mercantile,€/t,n.d.,"297,20",,,,,,,,,,,,
COLTIVAZIONI,set,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Buono Mercantile,€/t,n.d.,"297,20",,,,,,,,,,,,
COLTIVAZIONI,set,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Buono Mercantile,€/t,n.d.,"297,20",,,,,,,,,,,,
COLTIVAZIONI,set,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Buono Mercantile,€/t,n.d.,"297,20",,,,,,,,,,,,
COLTIVAZIONI,ott,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Buono Mercantile,€/t,n.d.,"297,20",,,,,,,,,,,,
COLTIVAZIONI,ott,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Buono Mercantile,€/t,n.d.,"297,20",,,,,,,,,,,,
COLTIVAZIONI,ott,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Buono Mercantile,€/t,n.d.,"297,20",,,,,,,,,,,,
COLTIVAZIONI,ott,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Buono Mercantile,€/t,n.d.,"297,20",,,,,,,,,,,,
COLTIVAZIONI,ott,V,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Buono Mercantile,€/t,n.d.,"297,20",,,,,,,,,,,,
COLTIVAZIONI,nov,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Buono Mercantile,€/t,n.d.,"297,20",,,,,,,,,,,,
COLTIVAZIONI,nov,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Buono Mercantile,€/t,n.d.,"297,20",,,,,,,,,,,,
COLTIVAZIONI,nov,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Buono Mercantile,€/t,n.d.,"297,20",,,,,,,,,,,,
COLTIVAZIONI,nov,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Buono Mercantile,€/t,n.d.,"297,20",,,,,,,,,,,,
COLTIVAZIONI,dic,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Buono Mercantile,€/t,n.d.,"297,20",,,,,,,,,,,,
COLTIVAZIONI,dic,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Buono Mercantile,€/t,n.d.,"297,20",,,,,,,,,,,,
COLTIVAZIONI,dic,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Buono Mercantile,€/t,n.d.,"297,20",,,,,,,,,,,,
COLTIVAZIONI,dic,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Buono Mercantile,€/t,n.d.,"297,20",,,,,,,,,,,,
COLTIVAZIONI,gen,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,"327,27","293,23",Fino,€/t,"332,07","297,66",,,,,,,,,,,,
COLTIVAZIONI,gen,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,"321,77","293,23",Fino,€/t,"327,07","297,66",,,,,,,,,,,,
COLTIVAZIONI,gen,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,"324,27","293,23",Fino,€/t,"330,82","297,66",,,,,,,,,,,,
COLTIVAZIONI,gen,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,"324,27","293,23",Fino,€/t,"330,82","297,66",,,,,,,,,,,,
COLTIVAZIONI,feb,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,"316,75","293,23",Fino,€/t,"319,38","297,66",,,,,,,,,,,,
COLTIVAZIONI,feb,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,"312,35","293,23",Fino,€/t,"315,88","297,66",,,,,,,,,,,,
COLTIVAZIONI,feb,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,"306,05","293,23",Fino,€/t,"312,13","297,66",,,,,,,,,,,,
COLTIVAZIONI,feb,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,"304,75","293,23",Fino,€/t,"311,38","297,66",,,,,,,,,,,,
COLTIVAZIONI,feb,V,Cereali E Derivati,Frumento,Frumento Duro,€/t,"297,75","293,23",Fino,€/t,"306,38","297,66",,,,,,,,,,,,
COLTIVAZIONI,mar,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,"272,55","293,23",Fino,€/t,"262,81","297,66",,,,,,,,,,,,
COLTIVAZIONI,mar,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,"268,52","293,23",Fino,€/t,"275,16","297,66",,,,,,,,,,,,
COLTIVAZIONI,mar,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,"268,52","293,23",Fino,€/t,"275,16","297,66",,,,,,,,,,,,
COLTIVAZIONI,mar,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,"270,52","293,23",Fino,€/t,"275,91","297,66",,,,,,,,,,,,
COLTIVAZIONI,apr,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,"274,55","293,23",Fino,€/t,"281,89","297,66",,,,,,,,,,,,
COLTIVAZIONI,apr,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,"276,45","293,23",Fino,€/t,"283,14","297,66",,,,,,,,,,,,
COLTIVAZIONI,apr,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,"279,35","293,23",Fino,€/t,"283,89","297,66",,,,,,,,,,,,
COLTIVAZIONI,apr,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,"284,55","293,23",Fino,€/t,"286,89","297,66",,,,,,,,,,,,
COLTIVAZIONI,mag,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,"288,76","293,23",Fino,€/t,"291,72","297,66",,,,,,,,,,,,
COLTIVAZIONI,mag,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,"293,06","293,23",Fino,€/t,"294,22","297,66",,,,,,,,,,,,
COLTIVAZIONI,mag,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,"293,06","293,23",Fino,€/t,"294,22","297,66",,,,,,,,,,,,
COLTIVAZIONI,mag,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,"293,06","293,23",Fino,€/t,"294,22","297,66",,,,,,,,,,,,
COLTIVAZIONI,mag,V,Cereali E Derivati,Frumento,Frumento Duro,€/t,"293,06","293,23",Fino,€/t,"294,22","297,66",,,,,,,,,,,,
COLTIVAZIONI,giu,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,"293,70","293,23",Fino,€/t,"294,64","297,66",,,,,,,,,,,,
COLTIVAZIONI,giu,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,"293,70","293,23",Fino,€/t,"294,64","297,66",,,,,,,,,,,,
COLTIVAZIONI,giu,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,"290,01","293,23",Fino,€/t,"283,27","297,66",,,,,,,,,,,,
COLTIVAZIONI,giu,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,"290,01","293,23",Fino,€/t,"283,27","297,66",,,,,,,,,,,,
COLTIVAZIONI,lug,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,"255,83","293,23",Fino,€/t,"275,00","297,66",,,,,,,,,,,,
COLTIVAZIONI,lug,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,"245,83","293,23",Fino,€/t,"265,00","297,66",,,,,,,,,,,,
COLTIVAZIONI,lug,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Fino,€/t,n.d.,"297,66",,,,,,,,,,,,
COLTIVAZIONI,lug,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Fino,€/t,n.d.,"297,66",,,,,,,,,,,,
COLTIVAZIONI,ago,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Fino,€/t,n.d.,"297,66",,,,,,,,,,,,
COLTIVAZIONI,ago,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Fino,€/t,n.d.,"297,66",,,,,,,,,,,,
COLTIVAZIONI,ago,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Fino,€/t,n.d.,"297,66",,,,,,,,,,,,
COLTIVAZIONI,ago,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Fino,€/t,n.d.,"297,66",,,,,,,,,,,,
COLTIVAZIONI,ago,V,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Fino,€/t,n.d.,"297,66",,,,,,,,,,,,
COLTIVAZIONI,set,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Fino,€/t,n.d.,"297,66",,,,,,,,,,,,
COLTIVAZIONI,set,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Fino,€/t,n.d.,"297,66",,,,,,,,,,,,
COLTIVAZIONI,set,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Fino,€/t,n.d.,"297,66",,,,,,,,,,,,
COLTIVAZIONI,set,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Fino,€/t,n.d.,"297,66",,,,,,,,,,,,
COLTIVAZIONI,ott,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Fino,€/t,n.d.,"297,66",,,,,,,,,,,,
COLTIVAZIONI,ott,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Fino,€/t,n.d.,"297,66",,,,,,,,,,,,
COLTIVAZIONI,ott,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Fino,€/t,n.d.,"297,66",,,,,,,,,,,,
COLTIVAZIONI,ott,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Fino,€/t,n.d.,"297,66",,,,,,,,,,,,
COLTIVAZIONI,ott,V,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Fino,€/t,n.d.,"297,66",,,,,,,,,,,,
COLTIVAZIONI,nov,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Fino,€/t,n.d.,"297,66",,,,,,,,,,,,
COLTIVAZIONI,nov,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Fino,€/t,n.d.,"297,66",,,,,,,,,,,,
COLTIVAZIONI,nov,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Fino,€/t,n.d.,"297,66",,,,,,,,,,,,
COLTIVAZIONI,nov,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Fino,€/t,n.d.,"297,66",,,,,,,,,,,,
COLTIVAZIONI,dic,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Fino,€/t,n.d.,"297,66",,,,,,,,,,,,
COLTIVAZIONI,dic,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Fino,€/t,n.d.,"297,66",,,,,,,,,,,,
COLTIVAZIONI,dic,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Fino,€/t,n.d.,"297,66",,,,,,,,,,,,
COLTIVAZIONI,dic,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Fino,€/t,n.d.,"297,66",,,,,,,,,,,,
COLTIVAZIONI,gen,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,"327,27","293,23",Mercantile,€/t,"307,50","276,10",,,,,,,,,,,,
COLTIVAZIONI,gen,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,"321,77","293,23",Mercantile,€/t,"302,50","276,10",,,,,,,,,,,,
COLTIVAZIONI,gen,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,"324,27","293,23",Mercantile,€/t,"302,50","276,10",,,,,,,,,,,,
COLTIVAZIONI,gen,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,"324,27","293,23",Mercantile,€/t,"302,50","276,10",,,,,,,,,,,,
COLTIVAZIONI,feb,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,"316,75","293,23",Mercantile,€/t,"302,50","276,10",,,,,,,,,,,,
COLTIVAZIONI,feb,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,"312,35","293,23",Mercantile,€/t,"293,50","276,10",,,,,,,,,,,,
COLTIVAZIONI,feb,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,"306,05","293,23",Mercantile,€/t,"277,50","276,10",,,,,,,,,,,,
COLTIVAZIONI,feb,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,"304,75","293,23",Mercantile,€/t,"277,50","276,10",,,,,,,,,,,,
COLTIVAZIONI,feb,V,Cereali E Derivati,Frumento,Frumento Duro,€/t,"297,75","293,23",Mercantile,€/t,"267,50","276,10",,,,,,,,,,,,
COLTIVAZIONI,mar,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,"272,55","293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,mar,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,"268,52","293,23",Mercantile,€/t,"245,00","276,10",,,,,,,,,,,,
COLTIVAZIONI,mar,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,"268,52","293,23",Mercantile,€/t,"245,00","276,10",,,,,,,,,,,,
COLTIVAZIONI,mar,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,"270,52","293,23",Mercantile,€/t,"249,00","276,10",,,,,,,,,,,,
COLTIVAZIONI,apr,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,"274,55","293,23",Mercantile,€/t,"255,00","276,10",,,,,,,,,,,,
COLTIVAZIONI,apr,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,"276,45","293,23",Mercantile,€/t,"259,50","276,10",,,,,,,,,,,,
COLTIVAZIONI,apr,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,"279,35","293,23",Mercantile,€/t,"268,50","276,10",,,,,,,,,,,,
COLTIVAZIONI,apr,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,"284,55","293,23",Mercantile,€/t,"278,50","276,10",,,,,,,,,,,,
COLTIVAZIONI,mag,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,"288,76","293,23",Mercantile,€/t,"278,50","276,10",,,,,,,,,,,,
COLTIVAZIONI,mag,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,"293,06","293,23",Mercantile,€/t,"287,50","276,10",,,,,,,,,,,,
COLTIVAZIONI,mag,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,"293,06","293,23",Mercantile,€/t,"287,50","276,10",,,,,,,,,,,,
COLTIVAZIONI,mag,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,"293,06","293,23",Mercantile,€/t,"287,50","276,10",,,,,,,,,,,,
COLTIVAZIONI,mag,V,Cereali E Derivati,Frumento,Frumento Duro,€/t,"293,06","293,23",Mercantile,€/t,"287,50","276,10",,,,,,,,,,,,
COLTIVAZIONI,giu,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,"293,70","293,23",Mercantile,€/t,"287,50","276,10",,,,,,,,,,,,
COLTIVAZIONI,giu,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,"293,70","293,23",Mercantile,€/t,"287,50","276,10",,,,,,,,,,,,
COLTIVAZIONI,giu,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,"290,01","293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,giu,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,"290,01","293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,lug,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,"255,83","293,23",Mercantile,€/t,"237,50","276,10",,,,,,,,,,,,
COLTIVAZIONI,lug,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,"245,83","293,23",Mercantile,€/t,"227,50","276,10",,,,,,,,,,,,
COLTIVAZIONI,lug,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,lug,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,ago,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,ago,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,ago,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,ago,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,ago,V,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,set,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,set,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,set,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,set,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,ott,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,ott,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,ott,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,ott,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,ott,V,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,nov,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,nov,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,nov,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,nov,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,dic,I,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,dic,II,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,dic,III,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,dic,IV,Cereali E Derivati,Frumento,Frumento Duro,€/t,n.d.,"293,23",Mercantile,€/t,n.d.,"276,10",,,,,,,,,,,,
COLTIVAZIONI,gen,I,Cereali E Derivati,Frumento,Frumento Tenero,€/t,"250,52","152,69",Fino,€/t,"250,52","152,69",,,,,,,,,,,,
COLTIVAZIONI,gen,II,Cereali E Derivati,Frumento,Frumento Tenero,€/t,"250,52","152,69",Fino,€/t,"250,52","152,69",,,,,,,,,,,,
COLTIVAZIONI,gen,III,Cereali E Derivati,Frumento,Frumento Tenero,€/t,"250,52","152,69",Fino,€/t,"250,52","152,69",,,,,,,,,,,,
